ID,Race,Age,Gender,undergrad_gpa,math_camp,gre_verbal,gre_quant,gre_total,graduate_gpa
473,Asian,20,Male,2.28,FALSE,143,133,276,3.19
0224,White,21,Male,3.56,FALSE,156,133,289,3.75
1066,Black,20,Trans*,2.13,FALSE,153,142,295,3.18
776,White,30,Trans*,1.55,FALSE,143,139,282,2.3
169,Hispanic,25,Male,1.7,FALSE,165,138,303,3.27
0412,Black,29,Female,3.09,FALSE,151,159,310,2.56
1775,Hispanic,29,Male,1.64,FALSE,162,163,325,2.16
0466,Black,29,Trans*,2.83,FALSE,143,143,286,3.99
0868,White,24,Male,2.15,FALSE,154,141,295,2.96
0410,White,30,Female,3.15,FALSE,163,143,306,2.47
0342,White,22,Male,3.69,FALSE,151,160,311,2.98
0305,White,27,Female,2.64,FALSE,161,157,318,1.97
0600,Black,22,Male,2.85,FALSE,148,161,309,3.03
1331,White,22,Male,3.7,FALSE,142,154,296,3.39
737,White,25,Male,2.67,TRUE,147,135,282,2.72
0875,Asian,24,Male,3.2,FALSE,153,143,296,2.89
148,White,30,Male,3.09,FALSE,150,133,283,2.56
1705,White,20,Female,3.25,FALSE,133,156,289,3.08
0616,Hispanic,29,Female,1.25,FALSE,143,146,289,3.3
0903,Black,26,Female,1.36,FALSE,158,149,307,2.87
0519,Hispanic,23,Male,3.02,FALSE,142,135,277,3.71
250,Hispanic,30,Trans*,2.09,TRUE,133,131,264,3.13
1958,White,30,Trans*,3.91,FALSE,135,154,289,2.83
1702,Asian,26,Trans*,1.37,FALSE,138,150,288,2.88
472,Black,22,Trans*,1.79,FALSE,150,134,284,2.61
483,Hispanic,26,Female,2.57,TRUE,143,130,273,3.96
622,White,30,Trans*,2.39,TRUE,153,134,287,3.42
0238,White,23,Female,2.43,FALSE,134,134,268,3.59
482,Black,27,Male,1.49,FALSE,144,142,286,3.33
587,White,24,Female,2.29,TRUE,161,135,296,3.9
625,White,29,Male,3.47,TRUE,151,140,291,3.68
0883,Bi-Racial,20,Female,2.53,FALSE,137,155,292,3.81
162,White,20,Male,2.62,TRUE,133,135,268,3.82
141,White,30,Male,1.66,TRUE,152,144,296,3.33
0957,White,26,Male,2.84,FALSE,141,152,293,1.31
0664,Black,24,Trans*,2.69,FALSE,152,148,300,3.52
450,Asian,22,Male,1.96,FALSE,157,137,294,3.02
022,White,20,Female,2.61,FALSE,140,148,288,3.49
263,Black,20,Male,1.9,FALSE,156,138,294,2.54
1313,White,27,Trans*,1.85,FALSE,164,149,313,3.02
1704,White,30,Male,2.17,FALSE,154,153,307,3.01
298,White,20,Female,2.87,TRUE,151,139,290,3.43
578,White,20,Female,2.45,FALSE,160,132,292,3.94
0677,Asian,26,Trans*,2.26,FALSE,168,141,309,2.4
121,Hispanic,23,Trans*,2.28,TRUE,138,132,270,3.29
345,White,23,Female,2.81,FALSE,155,140,295,2.71
1691,White,22,Male,1.17,FALSE,134,163,297,2.38
0163,White,20,Male,2.9,FALSE,131,169,300,2.64
0702,White,21,Male,2.74,FALSE,167,168,335,3.41
1170,Hispanic,22,Female,3.23,FALSE,166,159,325,3.35
1111,White,26,Female,3.57,FALSE,140,138,278,1.85
1916,White,23,Male,3.95,FALSE,143,147,290,2.65
551,White,23,Male,2.4,TRUE,149,132,281,3.2
0501,Black,28,Female,2.98,FALSE,136,146,282,3.1
476,Bi-Racial,27,Female,1.56,TRUE,137,138,275,3.7
495,Hispanic,23,Male,2.34,FALSE,164,133,297,3.31
0199,White,27,Trans*,1.08,FALSE,146,161,307,3.61
0597,Native,27,Male,1.72,FALSE,144,162,306,3.7
758,Black,25,Trans*,2.52,TRUE,160,141,301,3.02
527,White,23,Female,1.69,FALSE,150,139,289,2.78
703,Hispanic,26,Trans*,1.52,TRUE,148,134,282,3.43
759,White,27,Trans*,3.41,TRUE,156,134,290,3.33
039,Black,28,Female,2.61,FALSE,166,131,297,3.39
1446,White,24,Male,2.86,FALSE,151,140,291,3.8
383,White,25,Male,3.39,FALSE,152,143,295,2.65
1116,White,29,Trans*,2.88,FALSE,155,157,312,3.56
0857,White,27,Trans*,1.39,FALSE,144,138,282,3.58
1409,White,20,Female,3.67,FALSE,134,163,297,3.19
183,White,27,Trans*,2.14,FALSE,155,131,286,2.12
1007,White,25,Female,3.83,FALSE,167,158,325,3.36
1300,White,26,Trans*,2.04,FALSE,146,148,294,3.2
1278,Other,24,Trans*,3.65,FALSE,160,161,321,3.36
781,White,23,Male,2.87,FALSE,133,141,274,2.64
443,Hispanic,25,Trans*,2.27,TRUE,156,138,294,3.05
0768,Black,28,Female,2.35,FALSE,153,145,298,3.74
1102,White,25,Female,2.36,FALSE,152,140,292,2.38
1450,Asian,22,Trans*,1.65,FALSE,142,155,297,2.65
457,White,22,Male,2.8,FALSE,138,140,278,1.84
188,White,29,Female,2.64,FALSE,133,132,265,2.49
411,White,23,Trans*,2.07,FALSE,161,134,295,3.13
273,White,27,Male,1.62,TRUE,159,135,294,3.02
1009,White,28,Female,2.08,FALSE,139,135,274,2.89
396,Black,20,Male,3.61,TRUE,169,133,302,3.3
0232,White,30,Male,3.75,FALSE,165,163,328,3.97
774,White,25,Male,2.56,TRUE,162,145,307,2.78
0882,White,27,Male,3.03,FALSE,160,158,318,2.73
1599,White,21,Trans*,3.5,FALSE,149,151,300,2.27
298,Black,23,Trans*,3.09,FALSE,157,130,287,2.56
0123,White,20,Female,1.89,FALSE,148,169,317,2.3
089,White,25,Female,2.06,TRUE,135,132,267,2.37
0689,White,28,Male,2.5,FALSE,147,148,295,3.47
0666,White,24,Male,1.27,FALSE,145,138,283,3.54
402,White,23,Female,3.7,TRUE,164,137,301,3.07
352,White,24,Trans*,3.68,FALSE,142,138,280,2.65
0537,White,20,Female,3.11,FALSE,154,160,314,3.78
465,Hispanic,30,Male,3.01,FALSE,131,136,267,3.1
311,Black,30,Female,2.41,TRUE,156,145,301,3.58
044,White,25,Female,2.51,TRUE,139,130,269,3.35
147,Hispanic,26,Female,2.59,TRUE,156,141,297,3.19
013,White,20,Female,2.91,FALSE,161,131,292,3.08
0564,Hispanic,25,Male,2.24,FALSE,131,135,266,3.69
597,Hispanic,25,Female,3.21,TRUE,147,133,280,3.29
361,White,22,Male,2.46,TRUE,152,145,297,3.76
1973,White,22,Female,1.13,FALSE,170,166,336,3.82
471,White,24,Female,2.06,TRUE,158,152,310,3.13
117,Asian,20,Male,2.65,TRUE,156,143,299,3.11
578,White,30,Male,2.61,TRUE,153,138,291,3.57
430,Bi-Racial,23,Trans*,2.72,FALSE,138,141,279,3.68
067,Hispanic,20,Male,2.65,FALSE,155,132,287,3.42
0136,White,23,Female,2.47,FALSE,132,144,276,3.09
665,White,24,Female,2.6,TRUE,150,135,285,2.88
226,Hispanic,21,Female,2.9,FALSE,148,138,286,2.54
1675,White,25,Trans*,2.09,FALSE,156,159,315,2.36
1828,White,25,Female,2.08,FALSE,147,162,309,3.81
1896,White,30,Trans*,1.48,FALSE,154,156,310,1.69
097,White,30,Trans*,2.56,TRUE,141,137,278,3.12
767,White,24,Female,2.62,FALSE,140,131,271,3
1389,Asian,27,Trans*,2.41,FALSE,140,145,285,2.3
0027,White,29,Trans*,1.84,FALSE,148,154,302,2.74
688,White,30,Trans*,2.1,TRUE,168,137,305,3.92
0553,Asian,29,Male,1.12,FALSE,131,144,275,2.66
591,White,28,Female,2.99,FALSE,140,131,271,3.19
002,Black,25,Trans*,2.82,FALSE,148,140,288,2.4
690,White,27,Female,3.14,FALSE,160,143,303,3.07
740,Asian,25,Female,2.2,TRUE,148,131,279,3.53
312,White,23,Male,2.62,FALSE,134,135,269,3.26
414,White,22,Female,2.88,FALSE,142,135,277,2.08
0844,Hispanic,24,Trans*,1.26,FALSE,168,155,323,2.81
229,White,27,Trans*,2.63,FALSE,164,149,313,2.83
280,White,25,Female,3.01,TRUE,137,146,283,3.42
1830,Hispanic,25,Male,2.11,FALSE,149,130,279,3.19
0273,Hispanic,26,Female,3.87,FALSE,147,133,280,3.38
404,White,30,Male,2.81,FALSE,149,131,280,3.17
1355,Hispanic,22,Trans*,2.71,FALSE,153,170,323,3.83
0734,Hispanic,25,Female,2.31,FALSE,154,155,309,3.96
1835,Black,20,Male,3.56,FALSE,135,170,305,3.39
0592,Asian,21,Male,3.74,FALSE,165,155,320,3.35
669,White,29,Trans*,2.6,TRUE,135,144,279,2.4
447,White,30,Trans*,2.29,FALSE,150,130,280,2.86
1348,White,24,Male,1.21,FALSE,150,161,311,3.58
1608,White,30,Trans*,2.43,FALSE,133,164,297,2.35
0365,Hispanic,21,Male,1.77,FALSE,135,142,277,2.99
1358,Hispanic,21,Trans*,2.13,FALSE,149,151,300,3.5
602,Hispanic,29,Female,1.91,FALSE,132,140,272,3.04
042,Hispanic,20,Male,2.07,TRUE,151,134,285,2
0767,White,26,Female,2.33,FALSE,145,152,297,3.54
586,White,25,Trans*,1.5,TRUE,135,137,272,3.23
0891,Black,25,Trans*,1.64,FALSE,146,167,313,2.91
0829,White,20,Female,1.76,FALSE,130,166,296,3.63
331,Hispanic,29,Trans*,2.82,FALSE,163,142,305,2.68
683,White,23,Trans*,2.4,TRUE,149,133,282,3.82
637,Hispanic,25,Trans*,3.21,FALSE,155,135,290,2.91
1719,Hispanic,24,Female,3.43,FALSE,147,168,315,2.92
1532,White,21,Male,3.11,FALSE,133,159,292,3.52
0911,Hispanic,25,Female,3.88,FALSE,149,142,291,3.99
1674,White,20,Male,3.79,FALSE,137,159,296,3.84
0777,Black,26,Male,2.81,FALSE,144,131,275,3.62
036,Hispanic,26,Trans*,1.53,TRUE,140,139,279,3.75
1093,White,22,Male,1.04,FALSE,150,168,318,2.92
580,Black,20,Trans*,2.65,TRUE,159,134,293,3.1
1766,White,28,Trans*,3.61,FALSE,148,133,281,3.98
641,White,29,Female,2.04,FALSE,138,134,272,3.41
1130,Hispanic,24,Male,3.44,FALSE,140,136,276,1.73
1461,White,25,Female,1.82,FALSE,135,163,298,3.9
503,Black,23,Male,1.81,TRUE,144,136,280,3.5
1701,Asian,25,Female,3.24,FALSE,137,144,281,2.98
671,White,24,Trans*,3.12,TRUE,131,136,267,2.91
497,White,26,Male,2.4,TRUE,145,131,276,3.78
584,Black,21,Male,2.76,FALSE,169,138,307,3.81
104,Black,24,Male,2.74,FALSE,154,133,287,3.32
404,Hispanic,26,Male,2.51,TRUE,152,135,287,3.9
1099,Asian,27,Female,2.09,FALSE,134,155,289,3.2
1723,White,27,Male,1.38,FALSE,159,166,325,3.28
0807,White,26,Male,2.28,FALSE,154,133,287,3.27
0635,White,28,Female,2.17,FALSE,149,170,319,3.03
018,White,30,Male,2.2,TRUE,167,134,301,3.34
1065,White,28,Female,3.42,FALSE,145,163,308,3.61
0458,White,27,Female,2.38,FALSE,136,154,290,3.66
484,White,23,Female,2.11,FALSE,130,130,260,2.62
161,White,26,Female,2.51,TRUE,148,144,292,2.61
0511,White,30,Trans*,1.72,FALSE,160,132,292,2.32
0121,White,25,Trans*,2.38,FALSE,153,154,307,3.52
233,Black,21,Male,3.89,FALSE,139,135,274,1.71
0301,White,28,Male,1.82,FALSE,140,159,299,3.48
237,White,25,Female,2.84,FALSE,138,134,272,3.32
486,White,21,Female,2.16,TRUE,159,131,290,2.56
608,White,25,Male,3.59,TRUE,151,136,287,2.96
761,White,24,Male,2.89,FALSE,145,145,290,3.25
1906,White,25,Trans*,1.19,FALSE,153,137,290,2.78
773,White,28,Male,2.36,FALSE,154,140,294,3.19
1929,White,23,Trans*,1.15,FALSE,152,143,295,1.26
1531,White,28,Trans*,3.1,FALSE,144,139,283,2.93
0854,White,27,Trans*,1.58,FALSE,143,145,288,2.77
261,White,24,Trans*,1.09,FALSE,151,130,281,2.62
0496,White,28,Male,3.39,FALSE,139,168,307,2.88
0643,White,21,Female,2.68,FALSE,155,165,320,3.19
1029,Black,27,Male,3.98,FALSE,149,151,300,2.29
0716,Black,25,Trans*,1.74,FALSE,133,155,288,3.85
278,White,22,Male,3.2,FALSE,153,132,285,2.81
073,White,22,Male,2.59,FALSE,133,133,266,2.62
025,White,20,Trans*,3.12,TRUE,148,131,279,2.38
1596,Hispanic,23,Male,2.98,FALSE,135,147,282,2.67
0645,Black,30,Male,3.11,FALSE,152,162,314,3.23
0080,White,21,Female,2.22,FALSE,136,167,303,3.5
644,Asian,20,Trans*,2.35,TRUE,149,143,292,3
1433,Black,26,Trans*,1.97,FALSE,148,160,308,2.6
468,White,22,Male,2.7,TRUE,153,135,288,2.6
1544,White,22,Male,2.66,FALSE,151,166,317,2.26
0493,Hispanic,20,Male,3.8,FALSE,149,162,311,3.66
1295,White,27,Female,2.13,FALSE,139,136,275,3.73
0278,Hispanic,28,Male,3.59,FALSE,138,140,278,2.23
1600,White,25,Trans*,2.46,FALSE,149,152,301,2.18
0966,White,27,Female,2.61,FALSE,146,149,295,3.99
0205,White,28,Female,2.96,FALSE,150,153,303,3.43
1268,White,25,Male,3.77,FALSE,142,158,300,3.23
236,White,22,Male,2.76,TRUE,170,130,300,3.61
1692,Black,23,Female,3.05,FALSE,140,134,274,2.68
1945,White,22,Female,3.56,FALSE,131,133,264,3.71
1925,White,28,Female,2.25,FALSE,138,132,270,2.6
0874,White,30,Male,1.38,FALSE,149,154,303,3.76
1725,White,23,Female,1.23,FALSE,160,145,305,3.49
163,White,29,Trans*,3.73,FALSE,150,131,281,2.45
0952,White,29,Trans*,2.96,FALSE,162,140,302,3.56
516,Hispanic,20,Male,2,TRUE,153,138,291,3.1
0140,White,30,Female,3.35,FALSE,144,161,305,2.13
0070,White,24,Trans*,3.02,FALSE,138,142,280,3.26
1359,White,30,Female,2.13,FALSE,167,132,299,3.67
0189,Hispanic,27,Female,3.67,FALSE,141,137,278,3.56
208,White,29,Male,2.72,FALSE,159,132,291,3.02
0099,White,26,Female,1.87,FALSE,133,140,273,2.34
016,Black,23,Female,2.22,TRUE,149,131,280,3.39
0427,White,24,Trans*,1.7,FALSE,157,158,315,3.12
291,White,24,Female,2.8,FALSE,152,131,283,3.12
0063,White,24,Trans*,2.57,FALSE,132,140,272,3.32
1444,White,27,Trans*,1.58,FALSE,135,148,283,3.64
0914,White,29,Male,3.59,FALSE,158,158,316,2.01
780,White,30,Male,2.35,TRUE,170,134,304,3.65
0933,White,26,Male,2.15,FALSE,149,152,301,2.78
656,White,23,Trans*,1.8,FALSE,135,130,265,2.71
546,White,30,Trans*,2.69,TRUE,130,139,269,2.52
559,Asian,29,Male,3.61,FALSE,146,134,280,3.49
180,Hispanic,27,Female,2.14,FALSE,152,132,284,3.19
742,White,20,Male,2.5,TRUE,131,154,285,2.75
0116,White,30,Female,1.61,FALSE,158,141,299,3.49
535,White,20,Female,2.51,FALSE,159,132,291,3.47
1390,White,20,Female,3.9,FALSE,163,131,294,2.63
0735,White,23,Female,2.39,FALSE,144,160,304,3.46
0409,Hispanic,30,Female,3.04,FALSE,135,134,269,1.88
626,Asian,28,Female,3.25,TRUE,157,139,296,3.39
1402,Hispanic,29,Male,1.26,FALSE,157,160,317,3.48
0337,Asian,26,Trans*,1.86,FALSE,137,147,284,3.97
686,White,20,Male,3.02,TRUE,147,131,278,3.17
1597,Black,20,Female,2.36,FALSE,150,153,303,1.59
1159,White,28,Male,1.14,FALSE,157,161,318,3.27
1975,White,25,Male,2.09,FALSE,157,150,307,2.83
595,White,29,Trans*,2.35,FALSE,142,137,279,3.57
1485,White,27,Trans*,2.84,FALSE,138,134,272,3.5
0837,White,23,Trans*,1.83,FALSE,158,148,306,3.15
0945,White,29,Male,1.49,FALSE,150,137,287,3.74
1430,Black,29,Female,3.42,FALSE,158,165,323,3.51
680,White,23,Male,2.62,FALSE,153,132,285,2.87
1021,Bi-Racial,20,Male,1.22,FALSE,151,157,308,3.7
705,White,24,Female,2.76,TRUE,147,144,291,3.61
0994,White,20,Female,3.58,FALSE,140,160,300,3.14
1314,White,22,Male,2.37,FALSE,132,162,294,3.2
248,White,27,Female,2.16,TRUE,149,136,285,3.6
678,White,28,Male,2.8,FALSE,144,134,278,3.32
214,Hispanic,30,Female,2.7,TRUE,144,145,289,3.13
037,Asian,22,Male,1.98,FALSE,153,145,298,3.19
167,White,26,Male,2.85,TRUE,153,138,291,2.99
0669,Hispanic,28,Trans*,1.92,FALSE,147,163,310,3.06
1639,Asian,24,Trans*,3.14,FALSE,144,168,312,3.3
0479,Hispanic,25,Male,2.14,FALSE,154,159,313,2.01
056,White,29,Male,1.84,TRUE,151,140,291,3.37
010,White,24,Male,2.22,TRUE,155,141,296,3.94
517,Hispanic,26,Trans*,2.06,FALSE,151,136,287,3.74
190,Hispanic,29,Male,2.49,TRUE,136,132,268,3.56
0400,Hispanic,25,Trans*,1.65,FALSE,161,150,311,3.33
289,Hispanic,29,Male,2.45,TRUE,153,130,283,2.86
0174,White,24,Male,3.2,FALSE,159,131,290,2.84
0177,Hispanic,22,Male,2.34,FALSE,136,162,298,3.65
1481,Hispanic,24,Trans*,2.79,FALSE,164,139,303,3.97
558,Hispanic,22,Trans*,2.23,FALSE,158,142,300,2.98
752,White,25,Trans*,2.79,FALSE,136,149,285,3.36
126,White,23,Female,2.37,TRUE,157,131,288,2.94
0193,White,29,Trans*,2.09,FALSE,150,136,286,1.95
280,Hispanic,22,Trans*,1.79,FALSE,144,137,281,3.27
406,White,25,Trans*,2.85,TRUE,134,132,266,3.74
1542,White,20,Female,2.6,FALSE,139,165,304,2.85
193,Asian,23,Female,2.44,FALSE,164,134,298,2.49
1926,Native,28,Female,2.31,FALSE,151,131,282,1.78
562,White,25,Female,1.96,FALSE,165,132,297,3.11
0482,Hispanic,26,Female,3.05,FALSE,137,155,292,3.33
077,White,20,Male,2.56,TRUE,132,138,270,3.76
1962,Black,24,Male,1.97,FALSE,150,132,282,3.38
1751,White,30,Trans*,1.73,FALSE,159,154,313,3.11
0008,White,20,Trans*,2.55,FALSE,145,147,292,3.47
0192,White,30,Trans*,1.5,FALSE,141,159,300,2.85
199,Bi-Racial,28,Trans*,1.66,TRUE,165,138,303,3.11
432,White,20,Male,2.6,FALSE,138,141,279,2.96
499,White,28,Male,3.44,TRUE,136,138,274,3.29
716,White,25,Trans*,2.62,TRUE,138,131,269,3.19
1633,White,28,Trans*,2.85,FALSE,168,137,305,2.56
1610,Hispanic,21,Female,1.63,FALSE,140,163,303,2.91
0667,Asian,29,Trans*,3.95,FALSE,166,163,329,2.5
1877,Hispanic,20,Male,1.36,FALSE,147,144,291,3.09
1168,White,25,Trans*,1.21,FALSE,169,156,325,3.76
664,Asian,30,Trans*,2.22,FALSE,147,138,285,2.56
1947,White,26,Trans*,2.84,FALSE,135,153,288,2.84
1752,White,23,Male,3.41,FALSE,152,169,321,2.39
0979,Hispanic,26,Male,2.45,FALSE,137,142,279,2.84
179,White,25,Male,2.8,FALSE,144,145,289,3.1
190,Asian,30,Male,2.23,FALSE,150,144,294,3.19
0058,White,26,Trans*,2.12,FALSE,152,162,314,3.68
1646,White,26,Male,3.66,FALSE,152,162,314,3.45
794,White,26,Male,2.8,TRUE,139,138,277,2.39
1082,White,21,Female,1.36,FALSE,130,151,281,2.36
0212,White,28,Male,2.67,FALSE,134,157,291,2.51
1717,Black,30,Male,3.07,FALSE,168,159,327,2.28
1619,Black,20,Male,3.92,FALSE,139,139,278,3.39
357,White,30,Female,3.15,FALSE,130,131,261,2.4
1028,White,21,Trans*,2.23,FALSE,134,167,301,3.58
1128,Bi-Racial,26,Male,2.16,FALSE,161,169,330,2.22
461,White,22,Female,3.05,FALSE,151,145,296,2.37
0698,White,30,Female,2.52,FALSE,150,141,291,2.91
1726,Black,30,Male,1.57,FALSE,135,169,304,2.75
0594,White,27,Male,3.07,FALSE,147,149,296,2.84
0053,Black,30,Trans*,3.17,FALSE,152,149,301,3.18
351,White,26,Trans*,2.39,TRUE,134,141,275,3.81
1660,Black,24,Male,1.68,FALSE,140,168,308,3.73
1491,White,25,Female,1.04,FALSE,135,137,272,1.43
0012,Other,26,Trans*,3.06,FALSE,158,147,305,3.59
0693,White,22,Female,1.23,FALSE,154,133,287,2.73
621,White,24,Female,1.73,FALSE,144,134,278,3.32
0870,White,24,Male,2.45,FALSE,160,151,311,3.61
0024,White,26,Male,3.69,FALSE,139,134,273,3
0986,White,29,Female,2.51,FALSE,150,137,287,3.94
1940,White,20,Female,1.01,FALSE,147,142,289,2.46
1343,Hispanic,30,Male,2.15,FALSE,136,166,302,3.36
366,Bi-Racial,26,Male,1.92,TRUE,135,134,269,3.05
1955,Hispanic,27,Male,2.92,FALSE,140,135,275,2.64
405,Bi-Racial,23,Trans*,2.3,FALSE,149,135,284,3.45
288,White,25,Male,2.75,TRUE,157,145,302,3.54
1026,Hispanic,21,Male,3.56,FALSE,155,130,285,3.64
1523,Hispanic,29,Trans*,3.3,FALSE,152,149,301,3.18
1049,Hispanic,24,Male,1.47,FALSE,130,141,271,2.95
1374,Hispanic,24,Trans*,3.53,FALSE,151,160,311,2.83
1411,Asian,20,Female,3.08,FALSE,138,164,302,2.51
348,Hispanic,25,Trans*,2.54,TRUE,132,138,270,3.72
599,White,20,Female,2.45,FALSE,161,134,295,1.93
642,White,30,Male,2.35,FALSE,161,135,296,2.95
1657,Asian,25,Female,3.91,FALSE,142,147,289,2.62
0965,Hispanic,21,Male,2.26,FALSE,170,153,323,2.14
631,Black,29,Female,1.76,TRUE,133,134,267,3
149,Hispanic,25,Male,2.34,FALSE,151,136,287,3.01
359,White,23,Male,3.36,TRUE,133,136,269,3.74
628,Asian,26,Trans*,1.57,TRUE,142,131,273,3.15
1810,Black,21,Female,3.53,FALSE,133,144,277,3.78
241,White,21,Male,2.07,FALSE,133,131,264,2.87
498,Black,24,Trans*,2.93,FALSE,156,132,288,2.8
1284,White,22,Male,3.51,FALSE,166,165,331,1.65
250,Hispanic,22,Female,2.3,FALSE,147,141,288,2.93
0753,Black,25,Female,1.8,FALSE,141,166,307,3.56
0811,White,27,Trans*,2.73,FALSE,155,159,314,3.36
0586,Black,22,Male,3.26,FALSE,161,162,323,3.43
300,White,27,Female,2.81,TRUE,140,133,273,2.69
706,White,28,Male,2.14,TRUE,168,155,323,3.08
590,White,22,Male,3.3,TRUE,149,139,288,3.43
052,White,20,Female,2.12,FALSE,160,133,293,3.47
0142,White,26,Female,3.03,FALSE,165,143,308,3.04
1865,Bi-Racial,28,Male,2.38,FALSE,146,151,297,2.45
090,Black,22,Male,2.03,TRUE,152,136,288,2.94
104,White,29,Trans*,2.72,TRUE,147,134,281,3.21
728,White,27,Male,2.53,FALSE,131,142,273,2.63
564,Black,27,Trans*,2.58,FALSE,168,133,301,3.06
400,White,21,Female,2.77,TRUE,159,133,292,3.25
0416,White,22,Trans*,1.46,FALSE,147,137,284,1.02
1888,White,29,Male,2.52,FALSE,161,168,329,3.74
707,White,23,Male,2.53,TRUE,149,134,283,3.48
0936,White,25,Trans*,3.18,FALSE,159,131,290,3.55
246,White,27,Trans*,3.54,TRUE,134,130,264,3.09
1158,Hispanic,27,Female,2.35,FALSE,158,158,316,1.83
1328,Asian,20,Trans*,3.5,FALSE,151,162,313,3.25
1145,Bi-Racial,30,Female,1.91,FALSE,148,168,316,3.03
1384,White,25,Trans*,1.13,FALSE,156,167,323,3.6
067,White,24,Male,2.24,TRUE,143,130,273,3.64
1156,White,20,Trans*,1.97,FALSE,135,154,289,3.15
1584,White,23,Female,1.53,FALSE,144,137,281,2.65
0234,White,30,Trans*,2.43,FALSE,163,145,308,2.79
0988,Hispanic,24,Female,3.01,FALSE,141,137,278,1.77
0876,White,21,Male,3.08,FALSE,145,154,299,3.92
0889,White,23,Male,3.34,FALSE,144,143,287,3.96
627,White,27,Trans*,1.7,TRUE,160,137,297,3.74
417,White,23,Female,1.89,TRUE,161,131,292,2.81
060,White,23,Trans*,2.38,FALSE,144,139,283,2.98
149,Bi-Racial,20,Male,2.46,TRUE,142,131,273,3.19
174,White,24,Trans*,1.92,TRUE,152,131,283,3.55
1376,White,29,Trans*,2.92,FALSE,141,145,286,1.43
333,Asian,21,Female,2.65,TRUE,150,133,283,3.31
019,White,22,Trans*,3.1,TRUE,164,132,296,2.56
623,Hispanic,28,Female,3.3,TRUE,135,135,270,3.7
0148,White,25,Female,2.44,FALSE,162,152,314,3.53
020,White,20,Male,2.88,TRUE,159,134,293,3.4
605,White,22,Female,2.39,FALSE,153,142,295,2.75
0893,White,21,Trans*,3.5,FALSE,144,168,312,3.92
0639,White,28,Trans*,1.37,FALSE,151,167,318,4
204,Hispanic,20,Female,3.17,FALSE,133,135,268,3.83
057,Black,28,Female,2.16,FALSE,145,133,278,3.54
242,White,26,Trans*,1.41,TRUE,149,130,279,3.29
0524,White,24,Trans*,3.27,FALSE,169,161,330,2.81
610,White,27,Female,2.57,TRUE,144,136,280,2.51
1879,White,27,Female,1.37,FALSE,145,141,286,3.62
0581,White,26,Male,2.27,FALSE,138,134,272,3.01
0853,White,30,Male,3.84,FALSE,160,140,300,3.8
